    5928	000219994278_00_99	0.001	    80	  0.501	1354.22	  0.204	99	219994278	       	 7405.00	  7.472	   133.690000	 4.010920	 1.690480	  28.370000	  42.280000	 31.280279	-49.681735	 2.126960	 0.175684
    5929	000167344043_00_03	0.001	  1830	  1.518	1393.27	 12.456	 3	167344043	       	 5528.00	  8.500	    72.190020	 4.249390	 0.971844	  37.885000	  18.041600	 98.670976	-69.885098	 1.225510	 0.528015
    5930	000299899924_04_99	0.001	   350	  2.500	1325.45	  0.683	99	299899924	       	 7404.00	  9.401	   293.082000	 4.138020	 1.690091	   8.900000	  -1.800000	106.010344	-69.686989	 1.837220	 0.272539
    5931	000177354239_00_03	0.001	   850	 15.395	1394.48	  9.958	 3	177354239	 -0.017	 5519.73	 11.030	   177.903778	 4.552290	 1.022700	  38.983600	  -6.713080	104.508202	-75.659992	 0.929109	 1.275110
    5932	000293345927_02_99	0.001	   970	  0.844	1325.47	  0.270	99	293345927	       	 6150.00	 10.005	   464.397827	 3.526490	 1.167930	  30.817700	   2.923400	 98.962907	-61.103089	 3.088010	 0.039663
    5933	000260655797_00_99	0.001	  6510	  1.130	1325.45	  0.279	99	260655797	       	 2801.00	 15.021	             	 5.208540	 0.095000	 242.000000	  21.000000	 98.099000	-55.729500	 0.127000	46.378000
    5934	000234333175_00_02	0.001	 14160	  2.413	1364.63	 11.063	 2	234333175	       	 3227.00	 12.119	             	 5.002980	 0.233000	  -4.170000	  92.650000	 36.102300	-70.555900	 0.252000	14.559800
    5935	000007690679_00_04	0.001	 25870	  2.421	1412.75	 15.115	 4	  7690679	       	 2874.00	 14.467	             	 5.175670	 0.101000	 -34.000000	 205.000000	 65.585800	-36.102200	 0.136000	40.151800
    5936	000404768956_00_03	0.001	154470	  1.500	1392.73	  9.961	 3	404768956	       	 6613.00	 12.018	             	         	         	           	           	 84.690442	-69.106178	         	
    5937	000231907973_03_99	0.001	  2700	  1.968	1340.50	 34.706	99	231907973	       	 4015.00	  9.717	    44.497684	         	 0.627384	 -56.272900	  88.003500	  6.311069	-61.513422	 0.646331	 2.323640
    5938	000309146836_00_01	0.001	 48630	  5.917	1327.67	  5.428	 1	309146836	       	 9316.00	  5.209	    77.519400	 3.858630	 2.364580	  -1.900000	 -36.100000	123.816367	-62.915604	 2.997630	 0.087785
    5939	000099494149_00_01	0.001	  6120	  2.446	1325.94	 15.904	 1	 99494149	       	 3591.00	 12.016	    97.235535	 4.822210	 0.460000	 -76.620000	  56.910000	317.742900	-23.706200	 0.436000	 5.550070
    5940	000272003658_00_99	0.001	   480	  5.075	1335.12	 31.183	99	272003658	       	 6190.00	  9.550	   220.614517	 4.000290	 1.185670	  40.008600	  19.702800	114.942800	-75.870185	 1.803220	 0.202217
    5941	000009158154_00_02	0.001	  1490	 10.163	1361.49	  9.471	 2	  9158154	       	 5662.00	 10.073	   126.605942	 4.506230	 1.005580	-120.955000	 -43.396500	351.799583	-17.930687	 0.927482	 1.260380
    5942	000219998089_00_99	0.001	159980	  7.214	1356.60	  3.101	99	219998089	       	 6255.00	  9.839	   203.408000	 4.260500	 1.215371	  -2.200000	  13.100000	 31.777734	-53.520397	 1.353070	 0.490625
    5943	000031633878_00_99	0.001	  2050	  8.804	1326.49	 35.987	99	 31633878	       	 3608.00	 11.466	             	         	         	  83.615000	 127.731000	 45.480261	-71.654903	         	
    5944	000170766490_00_04	0.001	  3780	  2.708	1417.18	 12.375	 4	170766490	       	 4724.00	  9.973	    86.707090	         	         	   2.128190	  32.662900	 68.711569	-35.789206	         	
    5945	000388182591_00_02	0.001	  1710	  3.077	1356.53	 14.684	 2	388182591	       	 5450.00	 10.885	   182.331000	 4.409680	 0.951551	  68.581400	 -10.077900	105.646312	-76.259090	 1.008300	 0.928248
    5946	000149838027_01_02	0.001	 16560	  8.646	1358.21	 14.921	 2	149838027	       	 3190.00	 12.228	    49.901577	 5.024670	 0.213000	 -73.920000	  81.480000	351.934100	-30.761100	 0.235000	16.412500
    5947	000062378486_01_03	0.001	   200	  2.902	1390.30	 14.470	 3	 62378486	       	 3427.00	  4.209	   232.558136	         	         	 -13.500000	  21.600000	  6.590592	-18.693653	         	
    5948	000092564392_00_01	0.001	  3770	  8.575	1329.88	 13.576	 1	 92564392	       	 3529.00	 11.407	    69.626570	 4.851070	 0.420000	 -87.510000	  58.100000	315.195500	-31.419900	 0.403000	 6.417030
    5949	000179040607_05_99	0.001	  3810	  1.605	1348.61	 25.505	99	179040607	       	 5350.00	  9.924	   165.235611	 4.074580	 0.924835	 -15.772800	  30.762700	 79.030704	-68.259824	 1.462030	 0.295934
    5950	000425904893_00_99	0.001	   880	  4.969	1327.10	 22.320	99	425904893	       	 2990.00	  4.771	   254.452927	         	         	 -13.200000	   5.900000	359.769042	-56.575646	         	
    5951	000452358088_00_01	0.001	  1730	  4.483	1335.39	 14.005	 1	452358088	       	        	  5.422	   374.531830	         	         	 -18.200000	   8.600000	 88.102249	-52.055187	         	
    5952	000142052876_00_02	0.001	  6500	  1.586	1361.06	 18.190	 2	142052876	       	 2892.00	 10.889	             	 5.055950	 0.156000	 354.000000	  -6.000000	 97.694200	-76.719200	 0.194000	21.365800
    5953	000306580127_00_99	0.001	  2120	  3.457	1349.38	 53.440	99	306580127	       	 4669.00	 11.174	   114.469000	 4.566910	 0.743615	 -95.410000	  61.210000	119.565931	-67.139137	 0.770753	 1.624060
    5954	000207082763_02_01	0.001	  8300	  3.104	1330.69	 10.694	 1	207082763	       	 3409.00	 10.754	    40.368790	 4.909500	 0.342000	 -81.530000	-245.510000	331.974400	-37.073300	 0.340000	 8.701400
    5955	000300971133_00_02	0.001	   450	  0.869	1354.28	  0.230	 2	300971133	       	 5845.00	 10.962	   195.015717	 4.508100	 1.054770	   1.377230	  26.452200	118.334075	-67.509438	 0.947858	 1.238590
    5956	000404796860_00_02	0.001	  5220	  2.105	1361.60	  9.470	 2	404796860	       	 8465.00	 11.477	             	         	         	   1.305370	   0.672164	 84.677072	-69.385879	         	
    5957	000234509975_00_99	0.001	  3460	  2.323	1340.70	 38.017	99	234509975	       	 3445.00	 11.394	             	         	         	  15.191200	 198.021000	 13.041378	-61.922996	         	
    5958	000201293780_00_01	0.001	 13150	  1.601	1325.75	  0.469	 1	201293780	       	 5667.00	  9.713	   157.305862	 4.184160	 1.006840	   7.264470	  53.546100	  3.237019	-57.356701	 1.344660	 0.414117
    5959	000229095890_00_02	0.001	   900	  0.595	1354.30	  0.226	 2	229095890	       	 4427.00	 11.116	   101.023000	 4.560840	 0.693020	           	           	 19.342480	-47.665924	 0.723044	 1.833370
    5960	000100918213_00_03	0.001	  4900	  1.389	1386.13	  0.256	 3	100918213	       	 5318.00	 11.036	   150.440430	 4.580510	 0.916158	  15.290800	  61.247300	 32.411872	-38.234172	 0.812724	 1.706640
    5961	000031850842_03_99	0.001	286770	  2.000	1326.45	  2.320	99	 31850842	       	 5365.00	 10.108	             	         	         	  12.643400	   3.805080	 52.153516	-66.920154	         	
    5962	000308746785_00_01	0.001	   830	  9.398	1334.93	 14.541	 1	308746785	       	 7424.00	  9.288	   206.137161	 4.322870	 1.697930	   8.515500	 -13.972700	122.085130	-61.970947	 1.488470	 0.514872
    5963	000047484088_00_02	0.001	   900	  1.876	1356.46	 24.547	 2	 47484088	 -0.350	 6125.30	  9.776	   158.108521	 4.130000	 1.322940	 -77.856100	  32.102500	342.896030	-24.080673	 1.297800	 0.605225
